case_id,source_id,model,sources,source_count,target,seed,parameter_count,source_size,feature_dimension,mmd_rbf_squared_5,mmd_rbf_5,mmd_rbf_gamma_5,centroid_l2_5,centroid_cosine_distance_5,covariance_frobenius_5,covariance_frobenius_normalized_5,source_feature_variance_5,target_feature_variance_5,feature_variance_difference_5,feature_mean_absolute_difference_5,feature_std_absolute_difference_5,mmd_rbf_squared_10,mmd_rbf_10,mmd_rbf_gamma_10,centroid_l2_10,centroid_cosine_distance_10,covariance_frobenius_10,covariance_frobenius_normalized_10,source_feature_variance_10,target_feature_variance_10,feature_variance_difference_10,feature_mean_absolute_difference_10,feature_std_absolute_difference_10
cnn3_photo-sketch_seed387_to_cartoon,cnn3_photo-sketch_seed387,cnn3,photo|sketch,2,cartoon,387,94151,3919,128,0.079313852161813,0.281627150967042,0.8041862968921415,0.261103667483048,0.0461725798269396,0.1072587226629396,0.0008379587708042,0.2965361180329894,0.248479970655447,0.0480561473775424,0.0150458731612057,0.0092609469457014,0.0855923481313301,0.2925616996999609,0.8464307783949959,0.2613577396174295,0.0471769318093426,0.1040317787705244,0.0008127482716447,0.2965361180329894,0.2649445736009881,0.0315915444320013,0.0152661642044456,0.0088529241692124
cnn3_photo-sketch_seed42_to_art_painting,cnn3_photo-sketch_seed42,cnn3,photo|sketch,2,art_painting,42,94151,3919,128,0.3107350902348581,0.5574361759294584,0.9309769287044812,0.5171769410011299,0.1820584899913671,0.1411279787988189,0.0011025623343657,0.2687002527834844,0.2660227165200204,0.0026775362634639,0.0286954687933085,0.0129300965382473,0.3117786490067453,0.5583714256717882,0.8052111177007341,0.5330145529148872,0.1913196296577045,0.1332122094064126,0.0010407203859875,0.2687002527834844,0.2487977356308628,0.0199025171526215,0.0293386694736036,0.0123424620732801
cnn3_photo-sketch_seed42_to_cartoon,cnn3_photo-sketch_seed42,cnn3,photo|sketch,2,cartoon,42,94151,3919,128,0.1383076931396614,0.3718974228731108,1.0310612136694566,0.2999961187467009,0.0573237259939629,0.1169132814307263,0.0009133850111775,0.2687002527834844,0.1948011904538248,0.0738990623296595,0.0168446405301792,0.0104324473097856,0.1447855555801052,0.3805069717890924,0.996253227576488,0.299839147195636,0.0578270540168719,0.1144465043064224,0.0008941133148939,0.2687002527834844,0.2022522452500293,0.0664480075334551,0.0169049702901066,0.0099285013839775
cnn3_photo_seed387_to_art_painting,cnn3_photo_seed387,cnn3,photo,1,art_painting,387,94151,1169,128,0.0327152820197975,0.1808736631458476,1.1467027672262142,0.1454087271592611,0.0137880539632648,0.0709270504666896,0.000554117581771,0.2423032789101256,0.2319180992078136,0.010385179702312,0.009223687330697,0.006602114364994,0.0371367517072451,0.1927089819059951,1.0983121741330728,0.1541095248160637,0.0152038809108446,0.0735071488584126,0.0005742746004563,0.2423032789101256,0.214759700832928,0.0275435780771976,0.0098019373901319,0.0070036370035452
cnn3_photo_seed387_to_cartoon,cnn3_photo_seed387,cnn3,photo,1,cartoon,387,94151,1169,128,0.174123576008091,0.4172811714037562,1.076209141934666,0.3474623799587286,0.0726169750861334,0.0867753038665697,0.0006779320614575,0.2423032789101256,0.1397610746162189,0.1025422042939067,0.0212971521371361,0.0113501701177721,0.155602655671255,0.3944650246488972,1.1061688384451906,0.3259758480654108,0.0656610508353541,0.0805455640742621,0.0006292622193301,0.2423032789101256,0.1667070728177305,0.075596206092395,0.0200324516435868,0.0093817755627323
cnn3_photo_seed387_to_sketch,cnn3_photo_seed387,cnn3,photo,1,sketch,387,94151,1169,128,0.4915915184418575,0.7011358773032924,0.9803394413531968,0.6081040806403651,0.2091916877894608,0.1150531989501644,0.0008988531167981,0.2423032789101256,0.0369587332223645,0.2053445456877611,0.0378217359912018,0.0247528122280592,0.4920983665288891,0.7014972320179811,0.9577169405131444,0.6152535905532969,0.2150427196627677,0.1154761147725998,0.0009021571466609,0.2423032789101256,0.0409736526727059,0.2013296262374197,0.0385122527489741,0.0241433354497573
cnn3_photo_seed42_to_art_painting,cnn3_photo_seed42,cnn3,photo,1,art_painting,42,94151,1169,128,0.0340738041996317,0.1845909103927704,0.9203868803843792,0.1663379533944159,0.0190767600515719,0.0834355444352381,0.0006518401909002,0.2832781850858522,0.2735914240662581,0.0096867610195941,0.0109828010236115,0.0071673618688864,0.0350594018706529,0.1872415602120772,0.9195315185609227,0.1702958679674364,0.0197042192537414,0.0875023471848211,0.0006836120873814,0.2832781850858522,0.2586568615208873,0.0246213235649649,0.0113367293863601,0.0074866241949821
cnn3_photo_seed42_to_cartoon,cnn3_photo_seed42,cnn3,photo,1,cartoon,42,94151,1169,128,0.2230342920051178,0.4722650654083126,0.9017739557041378,0.4392388127001135,0.1195869677003849,0.0964352952712543,0.0007534007443066,0.2832781850858522,0.1488944696598209,0.1343837154260313,0.0255051248229301,0.0123160912124506,0.2105159306491988,0.4588201506573123,0.8989441441906229,0.4295045193829419,0.1164687493743478,0.0932048815014502,0.00072816313673,0.2832781850858522,0.1674179456199738,0.1158602394658784,0.0246413341489507,0.0111810499580714
cnn3_photo_seed42_to_sketch,cnn3_photo_seed42,cnn3,photo,1,sketch,42,94151,1169,128,0.5501343367277942,0.7417104129832574,0.7648592650928578,0.7208944588987292,0.2980239682611361,0.126610807689336,0.0009891469350729,0.2832781850858522,0.0212670042661399,0.2620111808197123,0.0433823602307179,0.0308916195349089,0.5386567567623233,0.7339323925010555,0.7276606243785684,0.7241509624675162,0.3010866794828251,0.1264506828389399,0.0009878959596792,0.2832781850858522,0.0222537893513597,0.2610243957344925,0.0436021921500692,0.030684468782836
cnn3_sketch_seed387_to_art_painting,cnn3_sketch_seed387,cnn3,sketch,1,art_painting,387,94151,2750,128,0.8839903569112251,0.9402076137275348,1.3491115734335228,0.8365123911182718,0.3945121786459237,0.0696797853852573,0.0005443733233223,0.161149269707047,0.0698650634770971,0.0912842062299499,0.0419507683605477,0.0117901893626319,0.8425132410509877,0.9178852003660304,1.14470814943918,0.8416170533816654,0.3997665504168055,0.0684097524276524,0.000534451190841,0.161149269707047,0.0710557680118213,0.0900935016952257,0.0423170936015678,0.0111583008931604
cnn3_sketch_seed387_to_cartoon,cnn3_sketch_seed387,cnn3,sketch,1,cartoon,387,94151,2750,128,0.3720002498751084,0.6099182321222316,1.4647016542291065,0.4949326042471916,0.1464678647326548,0.0652597425426019,0.000509841738614,0.161149269707047,0.1685795621476158,0.0074302924405687,0.0241589263622747,0.0061772071723063,0.333872939931733,0.577817393240921,1.3351276084447588,0.4835587965373143,0.1407408471974354,0.0696275420042127,0.0005439651719079,0.161149269707047,0.1791121494262867,0.0179628797192396,0.0237228591457426,0.0059890338252121
cnn3_sketch_seed387_to_photo,cnn3_sketch_seed387,cnn3,sketch,1,photo,387,94151,2750,128,1.0617523789509236,1.0304136931111327,1.3444021509798638,0.9184006098406324,0.4636203839663522,0.0687073478266958,0.000536776154896,0.161149269707047,0.0259405639051102,0.1352087058019368,0.0466659656073326,0.015606547696986,1.012906353279392,1.0064324881875546,1.2169001625953826,0.903845365898068,0.4514974911441086,0.0676184181910616,0.0005282688921176,0.161149269707047,0.035186494609071,0.125962775097976,0.0458050474898091,0.013950892632393
